m,I,V_ub
18,450,314.776
18,460,306.036
18,470,297.539
18,480,289.278
18,490,281.247
18,500,273.438
18,510,265.846
18,520,258.465
18,530,251.289
18,540,244.312
18,550,237.528
18,560,230.933
18,570,224.522
18,580,218.288
18,590,212.227
18,600,206.335
18,610,200.606
18,620,195.036
18,630,189.621
18,640,184.356
18,650,179.238
18,660,174.261
18,670,169.423
18,680,164.719
18,690,160.145
18,700,155.699
18,710,151.376
18,720,147.173
18,730,143.087
18,740,139.114
18,750,135.252
18,760,131.497
18,770,127.846
18,780,124.296
18,790,120.845
18,800,117.49
18,810,114.228
18,820,111.056
18,830,107.973
18,840,104.975
18,850,102.06
18,860,99.2266
18,870,96.4716
18,880,93.7931
18,890,91.189
18,900,88.6571
18,910,86.1956
18,920,83.8024
18,930,81.4756
18,940,79.2135
18,950,77.0142
18,960,74.8759
18,970,72.797
18,980,70.7758
18,990,68.8107
18,1000,66.9002
19,50,973.282
19,60,946.735
19,70,920.912
19,80,895.794
19,90,871.36
19,100,847.593
19,110,824.475
19,120,801.987
19,130,780.112
19,140,758.834
19,150,738.136
19,160,718.003
19,170,698.419
19,180,679.369
19,190,660.839
19,200,642.814
19,210,625.281
19,220,608.226
19,230,591.636
19,240,575.499
19,250,559.802
19,260,544.533
19,270,529.681
19,280,515.233
19,290,501.18
19,300,487.51
19,310,474.213
19,320,461.278
19,330,448.697
19,340,436.458
19,350,424.553
19,360,412.974
19,370,401.709
19,380,390.753
19,390,380.095
19,400,369.727
19,410,359.643
19,420,349.833
19,430,340.291
19,440,331.01
19,450,321.981
19,460,313.199
19,470,304.656
19,480,296.346
19,490,288.263
19,500,280.401
19,510,272.753
19,520,265.313
19,530,258.077
19,540,251.037
19,550,244.19
19,560,237.53
19,570,231.051
19,580,224.749
19,590,218.619
19,600,212.656
19,610,206.855
19,620,201.213
19,630,195.725
19,640,190.387
19,650,185.194
19,660,180.142
19,670,175.229
19,680,170.449
19,690,165.8
19,700,161.278
19,710,156.879
19,720,152.6
19,730,148.438
19,740,144.389
19,750,140.451
19,760,136.62
19,770,132.893
19,780,129.269
19,790,125.743
19,800,122.313
19,810,118.977
19,820,115.732
19,830,112.575
19,840,109.505
19,850,106.518
19,860,103.612
19,870,100.786
19,880,98.0373
19,890,95.3633
19,900,92.7622
19,910,90.232
19,920,87.7709
19,930,85.3769
19,940,83.0482
19,950,80.783
19,960,78.5796
19,970,76.4363
19,980,74.3514
19,990,72.3235
19,1000,70.3508
20,50,975.566
20,60,949.402
20,70,923.939
20,80,899.16
20,90,875.045
20,100,851.576
20,110,828.738
20,120,806.511
20,130,784.881
20,140,763.831
20,150,743.345
20,160,723.409
20,170,704.008
20,180,685.127
20,190,666.752
20,200,648.87
20,210,631.467
20,220,614.532
20,230,598.05
20,240,582.011
20,250,566.402
20,260,551.211
20,270,536.428
20,280,522.041
20,290,508.04
20,300,494.415
20,310,481.155
20,320,468.251
20,330,455.692
20,340,443.471
20,350,431.577
20,360,420.003
20,370,408.738
20,380,397.776
20,390,387.108
20,400,376.726
20,410,366.622
20,420,356.79
20,430,347.221
20,440,337.908
20,450,328.846
20,460,320.026
20,470,311.443
20,480,303.091
20,490,294.962
20,500,287.051
20,510,279.353
20,520,271.861
20,530,264.569
20,540,257.474
20,550,250.568
20,560,243.848
20,570,237.308
20,580,230.944
20,590,224.75
20,600,218.722
20,610,212.856
20,620,207.148
20,630,201.592
20,640,196.186
20,650,190.924
20,660,185.803
20,670,180.82
20,680,175.971
20,690,171.251
20,700,166.658
20,710,162.189
20,720,157.839
20,730,153.606
20,740,149.486
20,750,145.477
20,760,141.575
20,770,137.778
20,780,134.083
20,790,130.487
20,800,126.988
20,810,123.582
20,820,120.267
20,830,117.042
20,840,113.903
20,850,110.848
20,860,107.875
20,870,104.982
20,880,102.166
20,890,99.4264
20,900,96.7599
20,910,94.1648
20,920,91.6394
20,930,89.1816
20,940,86.7898
20,950,84.4622
20,960,82.1969
20,970,79.9924
20,980,77.8471
20,990,75.7593
20,1000,73.7274
21,50,977.708
21,60,951.903
21,70,926.78
21,80,902.32
21,90,878.505
21,100,855.319
21,110,832.745
21,120,810.767
21,130,789.369
21,140,768.535
21,150,748.251
21,160,728.503
21,170,709.276
21,180,690.556
21,190,672.331
21,200,654.586
21,210,637.31
21,220,620.49
21,230,604.113
21,240,588.169
21,250,572.646
21,260,557.532
21,270,542.817
21,280,528.491
21,290,514.543
21,300,500.963
21,310,487.741
21,320,474.868
21,330,462.335
21,340,450.133
21,350,438.253
21,360,426.686
21,370,415.425
21,380,404.461
21,390,393.786
21,400,383.393
21,410,373.274
21,420,363.422
21,430,353.831
21,440,344.492
21,450,335.4
21,460,326.548
21,470,317.93
21,480,309.539
21,490,301.369
21,500,293.415
21,510,285.671
21,520,278.132
21,530,270.791
21,540,263.644
21,550,256.686
21,560,249.911
21,570,243.315
21,580,236.894
21,590,230.641
21,600,224.554
21,610,218.628
21,620,212.857
21,630,207.24
21,640,201.77
21,650,196.445
21,660,191.26
21,670,186.212
21,680,181.298
21,690,176.513
21,700,171.854
21,710,167.318
21,720,162.902
21,730,158.603
21,740,154.417
21,750,150.342
21,760,146.374
21,770,142.51
21,780,138.749
21,790,135.087
21,800,131.522
21,810,128.051
21,820,124.671
21,830,121.381
21,840,118.177
21,850,115.058
21,860,112.022
21,870,109.065
21,880,106.186
21,890,103.384
21,900,100.655
21,910,97.9988
21,920,95.4123
21,930,92.8942
21,940,90.4424
21,950,88.0554
21,960,85.7314
21,970,83.4687
21,980,81.2658
21,990,79.121
21,1000,77.0328
22,50,979.722
22,60,954.257
22,70,929.454
22,80,905.296
22,90,881.765
22,100,858.847
22,110,836.524
22,120,814.781
22,130,793.603
22,140,772.976
22,150,752.885
22,160,733.316
22,170,714.256
22,180,695.691
22,190,677.609
22,200,659.996
22,210,642.842
22,220,626.133
22,230,609.859
22,240,594.008
22,250,578.568
22,260,563.53
22,270,548.883
22,280,534.616
22,290,520.721
22,300,507.186
22,310,494.004
22,320,481.164
22,330,468.657
22,340,456.476
22,350,444.611
22,360,433.055
22,370,421.799
22,380,410.836
22,390,400.157
22,400,389.757
22,410,379.626
22,420,369.759
22,430,360.148
22,440,350.787
22,450,341.67
22,460,332.789
22,470,324.139
22,480,315.714
22,490,307.508
22,500,299.516
22,510,291.731
22,520,284.148
22,530,276.762
22,540,269.569
22,550,262.562
22,560,255.738
22,570,249.091
22,580,242.616
22,590,236.31
22,600,230.168
22,610,224.186
22,620,218.359
22,630,212.683
22,640,207.155
22,650,201.771
22,660,196.526
22,670,191.418
22,680,186.443
22,690,181.597
22,700,176.877
22,710,172.28
22,720,167.802
22,730,163.44
22,740,159.192
22,750,155.054
22,760,151.024
22,770,147.099
22,780,143.276
22,790,139.552
22,800,135.924
22,810,132.391
22,820,128.95
22,830,125.599
22,840,122.334
22,850,119.154
22,860,116.057
22,870,113.041
22,880,110.103
22,890,107.241
22,900,104.454
22,910,101.739
22,920,99.0943
22,930,96.5186
22,940,94.0099
22,950,91.5664
22,960,89.1864
22,970,86.8683
22,980,84.6105
22,990,82.4113
22,1000,80.2693
23,50,981.621
23,60,956.477
23,70,931.977
23,80,908.105
23,90,884.845
23,100,862.18
23,110,840.096
23,120,818.577
23,130,797.609
23,140,777.179
23,150,757.272
23,160,737.875
23,170,718.975
23,180,700.558
23,190,682.614
23,200,665.129
23,210,648.092
23,220,631.492
23,230,615.316
23,240,599.555
23,250,584.198
23,260,569.234
23,270,554.653
23,280,540.446
23,290,526.603
23,300,513.114
23,310,499.971
23,320,487.165
23,330,474.686
23,340,462.527
23,350,450.68
23,360,439.136
23,370,427.888
23,380,416.928
23,390,406.248
23,400,395.842
23,410,385.703
23,420,375.824
23,430,366.197
23,440,356.817
23,450,347.677
23,460,338.772
23,470,330.094
23,480,321.639
23,490,313.401
23,500,305.373
23,510,297.551
23,520,289.929
23,530,282.503
23,540,275.267
23,550,268.216
23,560,261.346
23,570,254.652
23,580,248.129
23,590,241.773
23,600,235.58
23,610,229.546
23,620,223.666
23,630,217.937
23,640,212.355
23,650,206.915
23,660,201.615
23,670,196.451
23,680,191.419
23,690,186.516
23,700,181.738
23,710,177.083
23,720,172.547
23,730,168.128
23,740,163.821
23,750,159.625
23,760,155.536
23,770,151.552
23,780,147.67
23,790,143.888
23,800,140.202
23,810,136.611
23,820,133.112
23,830,129.702
23,840,126.38
23,850,123.143
23,860,119.989
23,870,116.915
23,880,113.92
23,890,111.002
23,900,108.159
23,910,105.389
23,920,102.689
23,930,100.059
23,940,97.4959
23,950,94.9986
23,960,92.5653
23,970,90.1943
23,980,87.884
23,990,85.6329
23,1000,83.4394
24,50,983.416
24,60,958.577
24,70,934.365
24,80,910.765
24,90,887.76
24,100,865.337
24,110,843.48
24,120,822.175
24,130,801.409
24,140,781.166
24,150,761.435
24,160,742.203
24,170,723.456
24,180,705.183
24,190,687.371
24,200,670.009
24,210,653.086
24,220,636.59
24,230,620.511
24,240,604.838
24,250,589.561
24,260,574.67
24,270,560.154
24,280,546.006
24,290,532.215
24,300,518.772
24,310,505.669
24,320,492.896
24,330,480.447
24,340,468.311
24,350,456.483
24,360,444.953
24,370,433.714
24,380,422.759
24,390,412.081
24,400,401.672
24,410,391.527
24,420,381.638
24,430,371.998
24,440,362.602
24,450,353.443
24,460,344.516
24,470,335.814
24,480,327.332
24,490,319.064
24,500,311.005
24,510,303.15
24,520,295.493
24,530,288.029
24,540,280.754
24,550,273.663
24,560,266.75
24,570,260.013
24,580,253.445
24,590,247.044
24,600,240.804
24,610,234.721
24,620,228.793
24,630,223.014
24,640,217.381
24,650,211.89
24,660,206.538
24,670,201.321
24,680,196.236
24,690,191.28
24,700,186.448
24,710,181.739
24,720,177.149
24,730,172.674
24,740,168.313
24,750,164.061
24,760,159.918
24,770,155.878
24,780,151.941
24,790,148.103
24,800,144.363
24,810,140.716
24,820,137.162
24,830,133.697
24,840,130.32
24,850,127.029
24,860,123.82
24,870,120.693
24,880,117.644
24,890,114.673
24,900,111.776
24,910,108.953
24,920,106.201
24,930,103.519
24,940,100.904
24,950,98.3553
24,960,95.871
24,970,93.4495
24,980,91.0891
24,990,88.7884
24,1000,86.5457
25,50,985.118
25,60,960.568
25,70,936.629
25,80,913.287
25,90,890.527
25,100,868.334
25,110,846.694
25,120,825.594
25,130,805.019
25,140,784.957
25,150,765.395
25,160,746.32
25,170,727.721
25,180,709.585
25,190,691.902
25,200,674.659
25,210,657.845
25,220,641.451
25,230,625.465
25,240,609.878
25,250,594.679
25,260,579.859
25,270,565.408
25,280,551.318
25,290,537.578
25,300,524.181
25,310,511.118
25,320,498.38
25,330,485.96
25,340,473.849
25,350,462.04
25,360,450.526
25,370,439.298
25,380,428.35
25,390,417.675
25,400,407.266
25,410,397.117
25,420,387.22
25,430,377.57
25,440,368.161
25,450,358.986
25,460,350.039
25,470,341.316
25,480,332.81
25,490,324.516
25,500,316.429
25,510,308.543
25,520,300.853
25,530,293.356
25,540,286.045
25,550,278.916
25,560,271.966
25,570,265.188
25,580,258.579
25,590,252.135
25,600,245.851
25,610,239.725
25,620,233.75
25,630,227.925
25,640,222.245
25,650,216.706
25,660,211.306
25,670,206.04
25,680,200.905
25,690,195.898
25,700,191.016
25,710,186.256
25,720,181.614
25,730,177.088
25,740,172.675
25,750,168.371
25,760,164.175
25,770,160.084
25,780,156.095
25,790,152.204
25,800,148.411
25,810,144.713
25,820,141.106
25,830,137.59
25,840,134.161
25,850,130.817
25,860,127.557
25,870,124.378
25,880,121.279
25,890,118.256
25,900,115.309
25,910,112.436
25,920,109.634
25,930,106.901
25,940,104.237
25,950,101.64
25,960,99.1066
25,970,96.6368
25,980,94.2285
25,990,91.8802
25,1000,89.5904
26,50,986.734
26,60,962.459
26,70,938.781
26,80,915.685
26,90,893.158
26,100,871.185
26,110,849.753
26,120,828.847
26,130,808.457
26,140,788.567
26,150,769.167
26,160,750.245
26,170,731.787
26,180,713.784
26,190,696.224
26,200,679.096
26,210,662.389
26,220,646.093
26,230,630.199
26,240,614.695
26,250,599.572
26,260,584.822
26,270,570.434
26,280,556.401
26,290,542.713
26,300,529.361
26,310,516.338
26,320,503.635
26,330,491.245
26,340,479.16
26,350,467.372
26,360,455.874
26,370,444.658
26,380,433.719
26,390,423.049
26,400,412.641
26,410,402.49
26,420,392.588
26,430,382.93
26,440,373.509
26,450,364.32
26,460,355.357
26,470,346.615
26,480,338.088
26,490,329.77
26,500,321.657
26,510,313.744
26,520,306.026
26,530,298.497
26,540,291.153
26,550,283.991
26,560,277.004
26,570,270.189
26,580,263.542
26,590,257.059
26,600,250.735
26,610,244.566
26,620,238.549
26,630,232.681
26,640,226.956
26,650,221.373
26,660,215.927
26,670,210.615
26,680,205.433
26,690,200.379
26,700,195.45
26,710,190.641
26,720,185.951
26,730,181.377
26,740,176.914
26,750,172.562
26,760,168.317
26,770,164.176
26,780,160.137
26,790,156.197
26,800,152.355
26,810,148.607
26,820,144.951
26,830,141.385
26,840,137.906
26,850,134.514
26,860,131.204
26,870,127.977
26,880,124.828
26,890,121.757
26,900,118.762
26,910,115.84
26,920,112.99
26,930,110.21
26,940,107.499
26,950,104.854
26,960,102.275
26,970,99.7588
26,980,97.3045
26,990,94.9107
26,1000,92.5758
27,50,988.271
27,60,964.259
27,70,940.829
27,80,917.969
27,90,895.665
27,100,873.902
27,110,852.668
27,120,831.95
27,130,811.736
27,140,792.013
27,150,772.768
27,160,753.992
27,170,735.672
27,180,717.797
27,190,700.356
27,200,683.339
27,210,666.735
27,220,650.535
27,230,634.728
27,240,619.306
27,250,604.258
27,260,589.576
27,270,575.251
27,280,561.273
27,290,547.636
27,300,534.329
27,310,521.346
27,320,508.679
27,330,496.319
27,340,484.26
27,350,472.493
27,360,461.013
27,370,449.811
27,380,438.882
27,390,428.218
27,400,417.813
27,410,407.661
27,420,397.756
27,430,388.092
27,440,378.662
27,450,369.461
27,460,360.484
27,470,351.725
27,480,343.179
27,490,334.841
27,500,326.705
27,510,318.767
27,520,311.021
27,530,303.464
27,540,296.091
27,550,288.896
27,560,281.877
27,570,275.028
27,580,268.345
27,590,261.825
27,600,255.463
27,610,249.256
27,620,243.2
27,630,237.291
27,640,231.525
27,650,225.899
27,660,220.411
27,670,215.055
27,680,209.83
27,690,204.731
27,700,199.757
27,710,194.903
27,720,190.168
27,730,185.547
27,740,181.038
27,750,176.64
27,760,172.348
27,770,168.16
27,780,164.074
27,790,160.088
27,800,156.198
27,810,152.403
27,820,148.699
27,830,145.086
27,840,141.561
27,850,138.122
27,860,134.765
27,870,131.491
27,880,128.296
27,890,125.179
27,900,122.137
27,910,119.17
27,920,116.274
27,930,113.449
27,940,110.692
27,950,108.003
27,960,105.378
27,970,102.818
27,980,100.32
27,990,97.8822
27,1000,95.5039
28,50,989.737
28,60,965.975
28,70,942.783
28,80,920.149
28,90,898.057
28,100,876.496
28,110,855.453
28,120,834.915
28,130,814.87
28,140,795.306
28,150,776.212
28,160,757.576
28,170,739.388
28,180,721.636
28,190,704.311
28,200,687.401
28,210,670.898
28,220,654.791
28,230,639.07
28,240,623.727
28,250,608.752
28,260,594.137
28,270,579.873
28,280,565.951
28,290,552.363
28,300,539.102
28,310,526.159
28,320,513.526
28,330,501.197
28,340,489.164
28,350,477.42
28,360,465.958
28,370,454.771
28,380,443.853
28,390,433.197
28,400,422.796
28,410,412.645
28,420,402.738
28,430,393.069
28,440,383.632
28,450,374.422
28,460,365.433
28,470,356.659
28,480,348.096
28,490,339.739
28,500,331.582
28,510,323.622
28,520,315.852
28,530,308.269
28,540,300.868
28,550,293.644
28,560,286.594
28,570,279.714
28,580,272.998
28,590,266.444
28,600,260.047
28,610,253.804
28,620,247.71
28,630,241.763
28,640,235.959
28,650,230.294
28,660,224.765
28,670,219.368
28,680,214.102
28,690,208.961
28,700,203.945
28,710,199.048
28,720,194.269
28,730,189.605
28,740,185.053
28,750,180.61
28,760,176.274
28,770,172.042
28,780,167.911
28,790,163.88
28,800,159.946
28,810,156.106
28,820,152.358
28,830,148.7
28,840,145.13
28,850,141.645
28,860,138.245
28,870,134.926
28,880,131.686
28,890,128.525
28,900,125.439
28,910,122.427
28,920,119.488
28,930,116.619
28,940,113.82
28,950,111.087
28,960,108.42
28,970,105.817
28,980,103.276
28,990,100.797
28,1000,98.3769
29,50,991.137
29,60,967.614
29,70,944.65
29,80,922.231
29,90,900.344
29,100,878.977
29,110,858.116
29,120,837.751
29,130,817.869
29,140,798.459
29,150,779.509
29,160,761.009
29,170,742.948
29,180,725.316
29,190,708.103
29,200,691.298
29,210,674.891
29,220,658.874
29,230,643.237
29,240,627.972
29,250,613.068
29,260,598.519
29,270,584.314
29,280,570.447
29,290,556.909
29,300,543.692
29,310,530.788
29,320,518.191
29,330,505.893
29,340,493.887
29,350,482.166
29,360,470.723
29,370,459.551
29,380,448.645
29,390,437.997
29,400,427.603
29,410,417.454
29,420,407.547
29,430,397.875
29,440,388.432
29,450,379.214
29,460,370.214
29,470,361.428
29,480,352.85
29,490,344.476
29,500,336.301
29,510,328.32
29,520,320.528
29,530,312.921
29,540,305.494
29,550,298.244
29,560,291.166
29,570,284.256
29,580,277.51
29,590,270.924
29,600,264.494
29,610,258.217
29,620,252.089
29,630,246.106
29,640,240.265
29,650,234.563
29,660,228.996
29,670,223.561
29,680,218.256
29,690,213.076
29,700,208.019
29,710,203.082
29,720,198.263
29,730,193.557
29,740,188.964
29,750,184.479
29,760,180.101
29,770,175.827
29,780,171.654
29,790,167.58
29,800,163.603
29,810,159.72
29,820,155.93
29,830,152.229
29,840,148.616
29,850,145.089
29,860,141.646
29,870,138.284
29,880,135.002
29,890,131.798
29,900,128.67
29,910,125.617
29,920,122.635
29,930,119.725
29,940,116.884
29,950,114.11
29,960,111.402
29,970,108.758
29,980,106.177
29,990,103.657
29,1000,101.197
30,50,992.475
30,60,969.182
30,70,946.437
30,80,924.225
30,90,902.534
30,100,881.352
30,110,860.668
30,120,840.469
30,130,820.743
30,140,801.481
30,150,782.671
30,160,764.303
30,170,746.365
30,180,728.849
30,190,711.743
30,200,695.039
30,210,678.727
30,220,662.798
30,230,647.243
30,240,632.053
30,250,617.219
30,260,602.733
30,270,588.588
30,280,574.774
30,290,561.285
30,300,548.112
30,310,535.248
30,320,522.686
30,330,510.419
30,340,498.44
30,350,486.742
30,360,475.319
30,370,464.163
30,380,453.27
30,390,442.632
30,400,432.244
30,410,422.1
30,420,412.193
30,430,402.519
30,440,393.073
30,450,383.848
30,460,374.839
30,470,366.042
30,480,357.451
30,490,349.062
30,500,340.87
30,510,332.87
30,520,325.058
30,530,317.429
30,540,309.979
30,550,302.704
30,560,295.6
30,570,288.663
30,580,281.888
30,590,275.272
30,600,268.812
30,610,262.503
30,620,256.342
30,630,250.326
30,640,244.451
30,650,238.714
30,660,233.112
30,670,227.641
30,680,222.298
30,690,217.081
30,700,211.987
30,710,207.011
30,720,202.153
30,730,197.409
30,740,192.776
30,750,188.251
30,760,183.833
30,770,179.519
30,780,175.306
30,790,171.191
30,800,167.174
30,810,163.25
30,820,159.419
30,830,155.678
30,840,152.024
30,850,148.456
30,860,144.972
30,870,141.57
30,880,138.247
30,890,135.003
30,900,131.834
30,910,128.74
30,920,125.719
30,930,122.768
30,940,119.887
30,950,117.073
30,960,114.326
30,970,111.643
30,980,109.022
30,990,106.464
30,1000,103.965
31,50,993.757
31,60,970.685
31,70,948.149
31,80,926.135
31,90,904.633
31,100,883.63
31,110,863.115
31,120,843.076
31,130,823.503
31,140,804.383
31,150,785.708
31,160,767.466
31,170,749.648
31,180,732.243
31,190,715.243
31,200,698.637
31,210,682.417
31,220,666.573
31,230,651.097
31,240,635.981
31,250,621.215
31,260,606.793
31,270,592.705
31,280,578.944
31,290,565.502
31,300,552.373
31,310,539.549
31,320,527.022
31,330,514.786
31,340,502.834
31,350,491.16
31,360,479.757
31,370,468.618
31,380,457.738
31,390,447.111
31,400,436.731
31,410,426.591
31,420,416.687
31,430,407.013
31,440,397.563
31,450,388.333
31,460,379.317
31,470,370.51
31,480,361.908
31,490,353.506
31,500,345.298
31,510,337.282
31,520,329.451
31,530,321.802
31,540,314.331
31,550,307.033
31,560,299.905
31,570,292.942
31,580,286.141
31,590,279.497
31,600,273.008
31,610,266.67
31,620,260.478
31,630,254.431
31,640,248.524
31,650,242.754
31,660,237.118
31,670,231.613
31,680,226.235
31,690,220.983
31,700,215.852
31,710,210.841
31,720,205.946
31,730,201.164
31,740,196.494
31,750,191.932
31,760,187.476
31,770,183.123
31,780,178.872
31,790,174.719
31,800,170.662
31,810,166.7
31,820,162.83
31,830,159.049
31,840,155.357
31,850,151.75
31,860,148.227
31,870,144.785
31,880,141.424
31,890,138.14
31,900,134.933
31,910,131.8
31,920,128.74
31,930,125.751
31,940,122.832
31,950,119.98
31,960,117.194
31,970,114.474
31,980,111.816
31,990,109.22
31,1000,106.684
32,50,994.986
32,60,972.126
32,70,949.791
32,80,927.969
32,90,906.649
32,100,885.818
32,110,865.466
32,120,845.582
32,130,826.154
32,140,807.173
32,150,788.628
32,160,770.509
32,170,752.806
32,180,735.51
32,190,718.611
32,200,702.101
32,210,685.97
32,220,670.209
32,230,654.811
32,240,639.767
32,250,625.068
32,260,610.706
32,270,596.675
32,280,582.966
32,290,569.573
32,300,556.486
32,310,543.701
32,320,531.209
32,330,519.004
32,340,507.08
32,350,495.43
32,360,484.047
32,370,472.926
32,380,462.06
32,390,451.444
32,400,441.072
32,410,430.938
32,420,421.037
32,430,411.364
32,440,401.912
32,450,392.678
32,460,383.656
32,470,374.842
32,480,366.23
32,490,357.815
32,500,349.594
32,510,341.562
32,520,333.715
32,530,326.048
32,540,318.556
32,550,311.237
32,560,304.087
32,570,297.1
32,580,290.274
32,590,283.605
32,600,277.089
32,610,270.723
32,620,264.503
32,630,258.426
32,640,252.488
32,650,246.687
32,660,241.02
32,670,235.482
32,680,230.072
32,690,224.786
32,700,219.621
32,710,214.575
32,720,209.645
32,730,204.829
32,740,200.123
32,750,195.525
32,760,191.033
32,770,186.643
32,780,182.355
32,790,178.166
32,800,174.072
32,810,170.073
32,820,166.165
32,830,162.348
32,840,158.618
32,850,154.973
32,860,151.413
32,870,147.934
32,880,144.535
32,890,141.214
32,900,137.97
32,910,134.8
32,920,131.703
32,930,128.677
32,940,125.721
32,950,122.832
32,960,120.01
32,970,117.253
32,980,114.559
32,990,111.927
32,1000,109.355
33,50,996.167
33,60,973.511
33,70,951.37
33,80,929.732
33,90,908.586
33,100,887.922
33,110,867.727
33,120,847.992
33,130,828.706
33,140,809.858
33,150,791.439
33,160,773.439
33,170,755.848
33,180,738.657
33,190,721.857
33,200,705.44
33,210,689.395
33,220,673.716
33,230,658.393
33,240,643.419
33,250,628.785
33,260,614.484
33,270,600.509
33,280,586.851
33,290,573.504
33,300,560.46
33,310,547.713
33,320,535.256
33,330,523.083
33,340,511.186
33,350,499.56
33,360,488.198
33,370,477.095
33,380,466.244
33,390,455.64
33,400,445.277
33,410,435.149
33,420,425.253
33,430,415.581
33,440,406.129
33,450,396.892
33,460,387.865
33,470,379.044
33,480,370.423
33,490,361.998
33,500,353.765
33,510,345.719
33,520,337.856
33,530,330.172
33,540,322.663
33,550,315.324
33,560,308.153
33,570,301.144
33,580,294.295
33,590,287.602
33,600,281.061
33,610,274.668
33,620,268.421
33,630,262.317
33,640,256.35
33,650,250.52
33,660,244.822
33,670,239.254
33,680,233.813
33,690,228.495
33,700,223.298
33,710,218.22
33,720,213.256
33,730,208.406
33,740,203.666
33,750,199.034
33,760,194.507
33,770,190.084
33,780,185.76
33,790,181.536
33,800,177.407
33,810,173.372
33,820,169.429
33,830,165.575
33,840,161.81
33,850,158.129
33,860,154.533
33,870,151.018
33,880,147.584
33,890,144.227
33,900,140.947
33,910,137.741
33,920,134.608
33,930,131.547
33,940,128.555
33,950,125.631
33,960,122.774
33,970,119.982
33,980,117.253
33,990,114.586
33,1000,111.98
34,50,997.302
34,60,974.842
34,70,952.888
34,80,931.428
34,90,910.451
34,100,889.947
34,110,869.904
34,120,850.313
34,130,831.163
34,140,812.445
34,150,794.148
34,160,776.263
34,170,758.78
34,180,741.692
34,190,724.988
34,200,708.661
34,210,692.701
34,220,677.101
34,230,661.852
34,240,646.946
34,250,632.376
34,260,618.135
34,270,604.214
34,280,590.606
34,290,577.305
34,300,564.304
34,310,551.595
34,320,539.172
34,330,527.03
34,340,515.161
34,350,503.559
34,360,492.218
34,370,481.133
34,380,470.297
34,390,459.706
34,400,449.353
34,410,439.233
34,420,429.341
34,430,419.672
34,440,410.22
34,450,400.982
34,460,391.951
34,470,383.124
34,480,374.496
34,490,366.062
34,500,357.818
34,510,349.759
34,520,341.882
34,530,334.183
34,540,326.657
34,550,319.3
34,560,312.109
34,570,305.08
34,580,298.209
34,590,291.493
34,600,284.929
34,610,278.512
34,620,272.239
34,630,266.108
34,640,260.115
34,650,254.257
34,660,248.531
34,670,242.934
34,680,237.463
34,690,232.115
34,700,226.887
34,710,221.778
34,720,216.783
34,730,211.901
34,740,207.129
34,750,202.464
34,760,197.904
34,770,193.447
34,780,189.091
34,790,184.832
34,800,180.669
34,810,176.601
34,820,172.623
34,830,168.736
34,840,164.936
34,850,161.221
34,860,157.59
34,870,154.041
34,880,150.572
34,890,147.181
34,900,143.866
34,910,140.626
34,920,137.459
34,930,134.364
34,940,131.338
34,950,128.38
34,960,125.488
34,970,122.662
34,980,119.9
34,990,117.2
34,1000,114.56
35,50,998.395
35,60,976.124
35,70,954.35
35,80,933.061
35,90,912.248
35,100,891.898
35,110,872.003
35,120,852.551
35,130,833.533
35,140,814.94
35,150,796.761
35,160,778.988
35,170,761.611
35,180,744.622
35,190,728.012
35,200,711.772
35,210,695.895
35,220,680.372
35,230,665.195
35,240,650.356
35,250,635.849
35,260,621.665
35,270,607.798
35,280,594.24
35,290,580.984
35,300,568.024
35,310,555.353
35,320,542.965
35,330,530.853
35,340,519.011
35,350,507.434
35,360,496.115
35,370,485.048
35,380,474.228
35,390,463.649
35,400,453.307
35,410,443.195
35,420,433.309
35,430,423.643
35,440,414.193
35,450,404.953
35,460,395.92
35,470,387.089
35,480,378.454
35,490,370.012
35,500,361.758
35,510,353.688
35,520,345.798
35,530,338.085
35,540,330.543
35,550,323.17
35,560,315.961
35,570,308.913
35,580,302.022
35,590,295.285
35,600,288.698
35,610,282.258
35,620,275.962
35,630,269.806
35,640,263.787
35,650,257.903
35,660,252.15
35,670,246.525
35,680,241.026
35,690,235.65
35,700,230.393
35,710,225.254
35,720,220.229
35,730,215.316
35,740,210.513
35,750,205.817
35,760,201.226
35,770,196.738
35,780,192.349
35,790,188.058
35,800,183.863
35,810,179.762
35,820,175.752
35,830,171.831
35,840,167.998
35,850,164.251
35,860,160.587
35,870,157.005
35,880,153.503
35,890,150.078
35,900,146.731
35,910,143.457
35,920,140.257
35,930,137.129
35,940,134.07
35,950,131.079
35,960,128.155
35,970,125.296
35,980,122.501
35,990,119.769
35,1000,117.097
36,50,999.448
36,60,977.36
36,70,955.76
36,80,934.637
36,90,913.98
36,100,893.781
36,110,874.028
36,120,854.711
36,130,835.821
36,140,817.349
36,150,799.285
36,160,781.62
36,170,764.346
36,180,747.453
36,190,730.934
36,200,714.78
36,210,698.983
36,220,683.535
36,230,668.428
36,240,653.656
36,250,639.209
36,260,625.082
36,270,611.268
36,280,597.758
36,290,584.547
36,300,571.628
36,310,558.995
36,320,546.641
36,330,534.56
36,340,522.745
36,350,511.192
36,360,499.895
36,370,488.847
36,380,478.043
36,390,467.478
36,400,457.146
36,410,447.043
36,420,437.163
36,430,427.501
36,440,418.053
36,450,408.814
36,460,399.779
36,470,390.944
36,480,382.303
36,490,373.854
36,500,365.592
36,510,357.512
36,520,349.611
36,530,341.884
