m,I,V_ub
36,540,334.328
36,550,326.939
36,560,319.714
36,570,312.648
36,580,305.738
36,590,298.981
36,600,292.373
36,610,285.912
36,620,279.593
36,630,273.414
36,640,267.371
36,650,261.462
36,660,255.683
36,670,250.033
36,680,244.507
36,690,239.103
36,700,233.819
36,710,228.651
36,720,223.598
36,730,218.656
36,740,213.824
36,750,209.098
36,760,204.477
36,770,199.958
36,780,195.539
36,790,191.217
36,800,186.991
36,810,182.858
36,820,178.817
36,830,174.865
36,840,171
36,850,167.221
36,860,163.525
36,870,159.911
36,880,156.377
36,890,152.921
36,900,149.542
36,910,146.237
36,920,143.005
36,930,139.844
36,940,136.754
36,950,133.731
36,960,130.776
36,970,127.885
36,980,125.059
36,990,122.295
36,1000,119.592
37,50,1000.46
37,60,978.552
37,70,957.12
37,80,936.157
37,90,915.653
37,100,895.599
37,110,875.983
37,120,856.798
37,130,838.032
37,140,819.677
37,150,801.725
37,160,784.165
37,170,766.991
37,180,750.192
37,190,733.761
37,200,717.691
37,210,701.972
37,220,686.597
37,230,671.559
37,240,656.851
37,250,642.464
37,260,628.393
37,270,614.63
37,280,601.168
37,290,588.002
37,300,575.123
37,310,562.527
37,320,550.206
37,330,538.156
37,340,526.369
37,350,514.841
37,360,503.565
37,370,492.536
37,380,481.748
37,390,471.197
37,400,460.877
37,410,450.783
37,420,440.91
37,430,431.253
37,440,421.807
37,450,412.569
37,460,403.533
37,470,394.695
37,480,386.05
37,490,377.595
37,500,369.325
37,510,361.236
37,520,353.324
37,530,345.586
37,540,338.017
37,550,330.613
37,560,323.372
37,570,316.29
37,580,309.362
37,590,302.587
37,600,295.959
37,610,289.477
37,620,283.137
37,630,276.936
37,640,270.871
37,650,264.938
37,660,259.135
37,670,253.46
37,680,247.908
37,690,242.479
37,700,237.168
37,710,231.973
37,720,226.893
37,730,221.923
37,740,217.063
37,750,212.309
37,760,207.659
37,770,203.111
37,780,198.662
37,790,194.311
37,800,190.055
37,810,185.893
37,820,181.821
37,830,177.839
37,840,173.944
37,850,170.134
37,860,166.408
37,870,162.763
37,880,159.198
37,890,155.712
37,900,152.301
37,910,148.966
37,920,145.703
37,930,142.512
37,940,139.39
37,950,136.338
37,960,133.351
37,970,130.431
37,980,127.574
37,990,124.78
37,1000,122.047
38,50,1001.45
38,60,979.703
38,70,958.434
38,80,937.626
38,90,917.27
38,100,897.356
38,110,877.874
38,120,858.815
38,130,840.17
38,140,821.93
38,150,804.085
38,160,786.628
38,170,769.55
38,180,752.843
38,190,736.499
38,200,720.509
38,210,704.867
38,220,689.564
38,230,674.593
38,240,659.948
38,250,645.62
38,260,631.603
38,270,617.891
38,280,604.477
38,290,591.353
38,300,578.515
38,310,565.955
38,320,553.668
38,330,541.648
38,340,529.888
38,350,518.384
38,360,507.13
38,370,496.12
38,380,485.349
38,390,474.812
38,400,464.504
38,410,454.419
38,420,444.554
38,430,434.902
38,440,425.461
38,450,416.224
38,460,407.187
38,470,398.347
38,480,389.699
38,490,381.239
38,500,372.962
38,510,364.865
38,520,356.943
38,530,349.194
38,540,341.613
38,550,334.196
38,560,326.941
38,570,319.843
38,580,312.899
38,590,306.106
38,600,299.46
38,610,292.959
38,620,286.599
38,630,280.377
38,640,274.289
38,650,268.335
38,660,262.509
38,670,256.81
38,680,251.234
38,690,245.78
38,700,240.444
38,710,235.224
38,720,230.117
38,730,225.121
38,740,220.234
38,750,215.453
38,760,210.775
38,770,206.199
38,780,201.722
38,790,197.343
38,800,193.059
38,810,188.867
38,820,184.767
38,830,180.756
38,840,176.831
38,850,172.992
38,860,169.236
38,870,165.562
38,880,161.968
38,890,158.452
38,900,155.012
38,910,151.646
38,920,148.354
38,930,145.133
38,940,141.982
38,950,138.9
38,960,135.884
38,970,132.934
38,980,130.048
38,990,127.225
38,1000,124.463
39,50,1002.39
39,60,980.816
39,70,959.704
39,80,939.046
39,90,918.833
39,100,899.055
39,110,879.703
39,120,860.767
39,130,842.239
39,140,824.11
39,150,806.371
39,160,789.014
39,170,772.03
39,180,755.412
39,190,739.152
39,200,723.241
39,210,707.673
39,220,692.441
39,230,677.536
39,240,662.952
39,250,648.681
39,260,634.719
39,270,621.056
39,280,607.688
39,290,594.607
39,300,581.808
39,310,569.285
39,320,557.031
39,330,545.041
39,340,533.309
39,350,521.829
39,360,510.597
39,370,499.606
39,380,488.852
39,390,478.329
39,400,468.033
39,410,457.959
39,420,448.101
39,430,438.456
39,440,429.018
39,450,419.783
39,460,410.747
39,470,401.906
39,480,393.255
39,490,384.79
39,500,376.507
39,510,368.403
39,520,360.473
39,530,352.714
39,540,345.122
39,550,337.693
39,560,330.424
39,570,323.311
39,580,316.352
39,590,309.543
39,600,302.88
39,610,296.36
39,620,289.981
39,630,283.739
39,640,277.632
39,650,271.655
39,660,265.808
39,670,260.086
39,680,254.488
39,690,249.01
39,700,243.65
39,710,238.406
39,720,233.274
39,730,228.253
39,740,223.339
39,750,218.532
39,760,213.828
39,770,209.225
39,780,204.722
39,790,200.315
39,800,196.003
39,810,191.784
39,820,187.656
39,830,183.617
39,840,179.664
39,850,175.797
39,860,172.013
39,870,168.311
39,880,164.688
39,890,161.143
39,900,157.674
39,910,154.28
39,920,150.959
39,930,147.71
39,940,144.53
39,950,141.419
39,960,138.375
39,970,135.397
39,980,132.482
39,990,129.631
39,1000,126.84
40,50,1003.31
40,60,981.893
40,70,960.933
40,80,940.421
40,90,920.347
40,100,900.701
40,110,881.474
40,120,862.658
40,130,844.244
40,140,826.222
40,150,808.586
40,160,791.325
40,170,774.434
40,180,757.902
40,190,741.724
40,200,725.891
40,210,710.396
40,220,695.232
40,230,680.391
40,240,665.868
40,250,651.654
40,260,637.744
40,270,624.13
40,280,610.807
40,290,597.769
40,300,585.009
40,310,572.521
40,320,560.3
40,330,548.34
40,340,536.635
40,350,525.18
40,360,513.969
40,370,502.998
40,380,492.261
40,390,481.753
40,400,471.469
40,410,461.405
40,420,451.556
40,430,441.917
40,440,432.484
40,450,423.252
40,460,414.217
40,470,405.375
40,480,396.722
40,490,388.253
40,500,379.966
40,510,371.855
40,520,363.917
40,530,356.149
40,540,348.546
40,550,341.106
40,560,333.825
40,570,326.699
40,580,319.725
40,590,312.9
40,600,306.221
40,610,299.684
40,620,293.287
40,630,287.027
40,640,280.9
40,650,274.904
40,660,269.036
40,670,263.293
40,680,257.672
40,690,252.172
40,700,246.789
40,710,241.521
40,720,236.366
40,730,231.32
40,740,226.382
40,750,221.55
40,760,216.821
40,770,212.192
40,780,207.663
40,790,203.23
40,800,198.892
40,810,194.646
40,820,190.491
40,830,186.425
40,840,182.446
40,850,178.551
40,860,174.74
40,870,171.01
40,880,167.359
40,890,163.787
40,900,160.291
40,910,156.869
40,920,153.52
40,930,150.243
40,940,147.036
40,950,143.898
40,960,140.826
40,970,137.82
40,980,134.878
40,990,131.999
40,1000,129.181
41,50,1004.2
41,60,982.936
41,70,962.124
41,80,941.753
41,90,921.813
41,100,902.295
41,110,883.191
41,120,864.491
41,130,846.187
41,140,828.271
41,150,810.734
41,160,793.568
41,170,776.766
41,180,760.319
41,190,744.221
41,200,728.463
41,210,713.04
41,220,697.942
41,230,683.165
41,240,668.7
41,250,654.542
41,260,640.683
41,270,627.118
41,280,613.84
41,290,600.843
41,300,588.121
41,310,575.669
41,320,563.48
41,330,551.55
41,340,539.872
41,350,528.441
41,360,517.252
41,370,506.3
41,380,495.58
41,390,485.087
41,400,474.817
41,410,464.763
41,420,454.923
41,430,445.291
41,440,435.863
41,450,426.634
41,460,417.601
41,470,408.759
41,480,400.104
41,490,391.633
41,500,383.341
41,510,375.224
41,520,367.28
41,530,359.503
41,540,351.891
41,550,344.441
41,560,337.148
41,570,330.009
41,580,323.022
41,590,316.183
41,600,309.488
41,610,302.935
41,620,296.521
41,630,290.243
41,640,284.098
41,650,278.082
41,660,272.195
41,670,266.431
41,680,260.79
41,690,255.268
41,700,249.864
41,710,244.573
41,720,239.395
41,730,234.326
41,740,229.365
41,750,224.508
41,760,219.755
41,770,215.102
41,780,210.548
41,790,206.09
41,800,201.726
41,810,197.455
41,820,193.274
41,830,189.182
41,840,185.176
41,850,181.256
41,860,177.418
41,870,173.661
41,880,169.985
41,890,166.385
41,900,162.863
41,910,159.414
41,920,156.039
41,930,152.735
41,940,149.501
41,950,146.336
41,960,143.237
41,970,140.205
41,980,137.236
41,990,134.33
41,1000,131.486
42,50,1005.06
42,60,983.946
42,70,963.278
42,80,943.044
42,90,923.235
42,100,903.842
42,110,884.856
42,120,866.269
42,130,848.073
42,140,830.259
42,150,812.819
42,160,795.745
42,170,779.03
42,180,762.666
42,190,746.646
42,200,730.962
42,210,715.608
42,220,700.576
42,230,685.86
42,240,671.454
42,250,657.349
42,260,643.541
42,270,630.023
42,280,616.79
42,290,603.834
42,300,591.15
42,310,578.732
42,320,566.576
42,330,554.675
42,340,543.023
42,350,531.617
42,360,520.45
42,370,509.518
42,380,498.815
42,390,488.337
42,400,478.08
42,410,468.037
42,420,458.206
42,430,448.581
42,440,439.158
42,450,429.934
42,460,420.903
42,470,412.061
42,480,403.406
42,490,394.932
42,500,386.636
42,510,378.515
42,520,370.564
42,530,362.78
42,540,355.16
42,550,347.699
42,560,340.396
42,570,333.246
42,580,326.246
42,590,319.393
42,600,312.684
42,610,306.116
42,620,299.686
42,630,293.391
42,640,287.228
42,650,281.194
42,660,275.288
42,670,269.505
42,680,263.844
42,690,258.302
42,700,252.876
42,710,247.564
42,720,242.364
42,730,237.273
42,740,232.289
42,750,227.41
42,760,222.633
42,770,217.956
42,780,213.378
42,790,208.896
42,800,204.508
42,810,200.212
42,820,196.007
42,830,191.89
42,840,187.859
42,850,183.913
42,860,180.05
42,870,176.268
42,880,172.565
42,890,168.94
42,900,165.392
42,910,161.917
42,920,158.516
42,930,155.187
42,940,151.927
42,950,148.735
42,960,145.611
42,970,142.553
42,980,139.558
42,990,136.627
42,1000,133.757
43,50,1005.89
43,60,984.926
43,70,964.397
43,80,944.296
43,90,924.614
43,100,905.342
43,110,886.472
43,120,867.995
43,130,849.903
43,140,832.189
43,150,814.843
43,160,797.859
43,170,781.23
43,180,764.946
43,190,749.002
43,200,733.391
43,210,718.105
43,220,703.137
43,230,688.482
43,240,674.132
43,250,660.081
43,260,646.323
43,270,632.851
43,280,619.661
43,290,606.745
43,300,594.099
43,310,581.716
43,320,569.591
43,330,557.719
43,340,546.094
43,350,534.712
43,360,523.567
43,370,512.654
43,380,501.969
43,390,491.506
43,400,481.262
43,410,471.231
43,420,461.409
43,430,451.792
43,440,442.375
43,450,433.155
43,460,424.126
43,470,415.286
43,480,406.63
43,490,398.155
43,500,389.856
43,510,381.73
43,520,373.774
43,530,365.983
43,540,358.355
43,550,350.886
43,560,343.572
43,570,336.411
43,580,329.399
43,590,322.534
43,600,315.811
43,610,309.229
43,620,302.783
43,630,296.472
43,640,290.293
43,650,284.242
43,660,278.318
43,670,272.517
43,680,266.837
43,690,261.275
43,700,255.829
43,710,250.497
43,720,245.276
43,730,240.164
43,740,235.158
43,750,230.256
43,760,225.457
43,770,220.758
43,780,216.157
43,790,211.651
43,800,207.24
43,810,202.92
43,820,198.691
43,830,194.549
43,840,190.494
43,850,186.524
43,860,182.636
43,870,178.83
43,880,175.102
43,890,171.452
43,900,167.879
43,910,164.38
43,920,160.954
43,930,157.599
43,940,154.314
43,950,151.098
43,960,147.948
43,970,144.865
43,980,141.845
43,990,138.889
43,1000,135.994
44,50,1006.7
44,60,985.876
44,70,965.483
44,80,945.511
44,90,925.953
44,100,906.799
44,110,888.041
44,120,869.671
44,130,851.682
44,140,834.064
44,150,816.811
44,160,799.915
44,170,783.368
44,180,767.164
44,190,751.294
44,200,735.753
44,210,720.534
44,220,705.629
44,230,691.033
44,240,676.738
44,250,662.739
44,260,649.03
44,270,635.605
44,280,622.457
44,290,609.581
44,300,596.971
44,310,584.623
44,320,572.529
44,330,560.686
44,340,549.088
44,350,537.73
44,360,526.607
44,370,515.713
44,380,505.045
44,390,494.598
44,400,484.367
44,410,474.348
44,420,464.536
44,430,454.926
44,440,445.516
44,450,436.3
44,460,427.275
44,470,418.437
44,480,409.781
44,490,401.304
44,500,393.003
44,510,384.874
44,520,376.912
44,530,369.116
44,540,361.48
44,550,354.003
44,560,346.68
44,570,339.509
44,580,332.486
44,590,325.608
44,600,318.873
44,610,312.277
44,620,305.817
44,630,299.491
44,640,293.296
44,650,287.229
44,660,281.287
44,670,275.469
44,680,269.77
44,690,264.19
44,700,258.725
44,710,253.373
44,720,248.132
44,730,242.999
44,740,237.973
44,750,233.05
44,760,228.229
44,770,223.508
44,780,218.885
44,790,214.357
44,800,209.923
44,810,205.58
44,820,201.328
44,830,197.163
44,840,193.085
44,850,189.091
44,860,185.179
44,870,181.349
44,880,177.597
44,890,173.924
44,900,170.326
44,910,166.803
44,920,163.352
44,930,159.973
44,940,156.664
44,950,153.423
44,960,150.25
44,970,147.142
44,980,144.098
44,990,141.117
44,1000,138.198
45,50,1007.49
45,60,986.8
45,70,966.538
45,80,946.692
45,90,927.254
45,100,908.214
45,110,889.566
45,120,871.301
45,130,853.411
45,140,835.888
45,150,818.725
45,160,801.914
45,170,785.448
45,180,769.321
45,190,753.524
45,200,738.052
45,210,722.898
45,220,708.055
45,230,693.516
45,240,679.277
45,250,665.329
45,260,651.668
45,270,638.287
45,280,625.182
45,290,612.345
45,300,599.772
45,310,587.457
45,320,575.394
45,330,563.58
45,340,552.008
45,350,540.674
45,360,529.572
45,370,518.699
45,380,508.048
45,390,497.616
45,400,487.399
45,410,477.391
45,420,467.589
45,430,457.988
45,440,448.584
45,450,439.374
45,460,430.352
45,470,421.516
45,480,412.861
45,490,404.384
45,500,396.08
45,510,387.948
45,520,379.982
45,530,372.18
45,540,364.538
45,550,357.053
45,560,349.722
45,570,342.541
45,580,335.508
45,590,328.619
45,600,321.871
45,610,315.262
45,620,308.789
45,630,302.449
45,640,296.239
45,650,290.156
45,660,284.198
45,670,278.363
45,680,272.647
45,690,267.049
45,700,261.566
45,710,256.195
45,720,250.935
45,730,245.782
45,740,240.736
45,750,235.793
45,760,230.951
45,770,226.209
45,780,221.564
45,790,217.015
45,800,212.559
45,810,208.195
45,820,203.92
45,830,199.733
45,840,195.632
45,850,191.615
45,860,187.68
45,870,183.827
45,880,180.052
45,890,176.355
45,900,172.734
45,910,169.187
45,920,165.714
45,930,162.311
45,940,158.978
45,950,155.714
45,960,152.517
45,970,149.385
45,980,146.318
45,990,143.314
45,1000,140.371
46,50,1008.25
46,60,987.697
46,70,967.563
46,80,947.84
46,90,928.518
46,100,909.591
46,110,891.049
46,120,872.886
46,130,855.092
46,140,837.662
46,150,820.586
46,160,803.859
46,170,787.473
46,180,771.421
46,190,755.696
46,200,740.291
46,210,725.201
46,220,710.418
46,230,695.936
46,240,681.75
46,250,667.853
46,260,654.239
46,270,640.903
46,280,627.838
46,290,615.04
46,300,602.503
46,310,590.221
46,320,578.19
46,330,566.403
46,340,554.858
46,350,543.547
46,360,532.467
46,370,521.613
46,380,510.98
46,390,500.564
46,400,490.36
46,410,480.365
46,420,470.573
46,430,460.98
46,440,451.583
46,450,442.378
46,460,433.36
46,470,424.527
46,480,415.873
46,490,407.395
46,500,399.091
46,510,390.956
46,520,382.986
46,530,375.179
46,540,367.531
46,550,360.039
46,560,352.7
46,570,345.511
46,580,338.468
46,590,331.568
46,600,324.809
46,610,318.188
46,620,311.702
46,630,305.348
46,640,299.124
46,650,293.026
46,660,287.053
46,670,281.202
46,680,275.469
46,690,269.854
46,700,264.353
46,710,258.965
46,720,253.686
46,730,248.514
46,740,243.449
46,750,238.486
46,760,233.625
46,770,228.862
46,780,224.197
46,790,219.627
46,800,215.15
46,810,210.764
46,820,206.468
46,830,202.259
46,840,198.136
46,850,194.097
46,860,190.141
46,870,186.265
46,880,182.468
46,890,178.748
46,900,175.105
46,910,171.535
46,920,168.039
46,930,164.613
46,940,161.258
46,950,157.97
46,960,154.75
46,970,151.596
46,980,148.506
46,990,145.478
46,1000,142.513
47,50,1008.99
47,60,988.569
47,70,968.56
47,80,948.956
47,90,929.749
47,100,910.93
47,110,892.492
47,120,874.428
47,130,856.729
47,140,839.389
47,150,822.399
47,160,805.754
47,170,789.445
47,180,773.466
47,190,757.811
47,200,742.472
47,210,727.445
47,220,712.721
47,230,698.295
47,240,684.161
47,250,670.314
47,260,656.746
47,270,643.453
47,280,630.43
47,290,617.67
47,300,605.168
47,310,592.919
47,320,580.918
47,330,569.16
47,340,557.64
47,350,546.353
47,360,535.295
47,370,524.46
47,380,513.845
47,390,503.444
47,400,493.254
47,410,483.271
47,420,473.489
47,430,463.906
47,440,454.516
47,450,445.316
47,460,436.303
47,470,427.472
47,480,418.82
47,490,410.343
47,500,402.037
47,510,393.9
47,520,385.927
47,530,378.116
47,540,370.463
47,550,362.964
47,560,355.618
47,570,348.42
47,580,341.368
47,590,334.458
47,600,327.689
47,610,321.056
47,620,314.558
47,630,308.191
47,640,301.953
47,650,295.842
47,660,289.854
47,670,283.987
47,680,278.239
47,690,272.607
47,700,267.09
47,710,261.684
47,720,256.387
47,730,251.198
47,740,246.113
47,750,241.132
47,760,236.251
47,770,231.47
47,780,226.784
47,790,222.194
47,800,217.697
47,810,213.291
47,820,208.974
47,830,204.744
47,840,200.6
47,850,196.54
47,860,192.562
47,870,188.664
47,880,184.845
47,890,181.104
47,900,177.438
47,910,173.847
47,920,170.328
47,930,166.881
47,940,163.503
47,950,160.194
47,960,156.951
47,970,153.775
47,980,150.662
47,990,147.613
47,1000,144.625
48,50,1009.71
48,60,989.417
48,70,969.53
48,80,950.042
48,90,930.946
48,100,912.234
48,110,893.897
48,120,875.93
48,130,858.323
48,140,841.071
48,150,824.165
48,160,807.599
48,170,791.366
48,180,775.46
48,190,759.873
48,200,744.599
48,210,729.632
48,220,714.967
48,230,700.595
48,240,686.513
48,250,672.714
48,260,659.192
48,270,645.943
48,280,632.959
48,290,620.236
48,300,607.769
48,310,595.553
48,320,583.582
48,330,571.852
48,340,560.358
48,350,549.094
48,360,538.057
48,370,527.242
48,380,516.645
48,390,506.26
48,400,496.084
48,410,486.113
48,420,476.342
48,430,466.767
48,440,457.385
48,450,448.191
48,460,439.182
48,470,430.355
48,480,421.705
48,490,413.228
48,500,404.922
48,510,396.783
48,520,388.808
48,530,380.993
48,540,373.334
48,550,365.83
48,560,358.477
48,570,351.272
48,580,344.211
48,590,337.292
48,600,330.513
48,610,323.869
48,620,317.359
48,630,310.98
48,640,304.729
48,650,298.604
48,660,292.602
48,670,286.721
48,680,280.958
48,690,275.31
48,700,269.777
48,710,264.354
48,720,259.04
48,730,253.834
48,740,248.732
48,750,243.732
48,760,238.833
48,770,234.032
48,780,229.328
48,790,224.719
48,800,220.202
48,810,215.776
48,820,211.438
48,830,207.188
48,840,203.024
48,850,198.943
48,860,194.944
48,870,191.026
48,880,187.186
48,890,183.424
48,900,179.737
48,910,176.124
48,920,172.584
48,930,169.115
48,940,165.716
48,950,162.385
48,960,159.121
48,970,155.922
48,980,152.788
48,990,149.717
48,1000,146.708
49,50,1010.42
49,60,990.243
49,70,970.474
49,80,951.1
49,90,932.112
49,100,913.503
49,110,895.266
49,120,877.393
49,130,859.877
49,140,842.71
49,150,825.886
49,160,809.398
49,170,793.24
49,180,777.403
49,190,761.883
49,200,746.673
49,210,731.766
49,220,717.157
49,230,702.84
49,240,688.809
49,250,675.057
49,260,661.58
49,270,648.373
49,280,635.429
49,290,622.743
49,300,610.311
49,310,598.126
49,320,586.185
49,330,574.483
49,340,563.014
49,350,551.774
49,360,540.758
49,370,529.962
49,380,519.382
49,390,509.013
49,400,498.851
49,410,488.892
49,420,479.132
49,430,469.567
49,440,460.192
49,450,451.005
49,460,442.001
49,470,433.177
49,480,424.529
49,490,416.054
49,500,407.748
49,510,399.608
49,520,391.63
49,530,383.811
49,540,376.149
49,550,368.639
49,560,361.28
49,570,354.067
49,580,346.999
49,590,340.071
49,600,333.282
49,610,326.628
49,620,320.108
49,630,313.717
49,640,307.454
49,650,301.316
49,660,295.301
49,670,289.405
49,680,283.627
49,690,277.965
49,700,272.416
49,710,266.977
49,720,261.647
49,730,256.424
49,740,251.305
49,750,246.288
49,760,241.371
49,770,236.552
49,780,231.83
49,790,227.201
49,800,222.665
49,810,218.22
49,820,213.864
49,830,209.594
49,840,205.41
49,850,201.309
49,860,197.29
49,870,193.351
49,880,189.491
49,890,185.708
49,900,182.001
49,910,178.367
49,920,174.806
49,930,171.317
49,940,167.896
49,950,164.545
49,960,161.26
49,970,158.04
49,980,154.885
49,990,151.793
49,1000,148.763
50,50,1011.1
50,60,991.048
50,70,971.394
50,80,952.13
50,90,933.248
50,100,914.74
50,110,896.6
50,120,878.819
50,130,861.391
50,140,844.308
50,150,827.565
50,160,811.153
50,170,795.067
50,180,779.3
50,190,763.845
50,200,748.697
50,210,733.849
50,220,719.296
50,230,705.031
50,240,691.05
50,250,677.345
50,260,663.913
50,270,650.746
50,280,637.841
50,290,625.192
50,300,612.794
50,310,600.641
50,320,588.73
50,330,577.054
50,340,565.611
50,350,554.394
50,360,543.399
50,370,532.623
50,380,522.06
50,390,511.707
50,400,501.559
50,410,491.613
50,420,481.864
50,430,472.308
50,440,462.941
50,450,453.76
50,460,444.762
50,470,435.941
50,480,427.296
50,490,418.822
50,500,410.517
50,510,402.375
50,520,394.396
50,530,386.574
50,540,378.908
50,550,371.394
50,560,364.029
50,570,356.809
50,580,349.733
50,590,342.798
50,600,336
50,610,329.336
50,620,322.805
50,630,316.403
50,640,310.129
50,650,303.979
50,660,297.95
50,670,292.041
50,680,286.25
50,690,280.573
50,700,275.009
50,710,269.555
50,720,264.21
50,730,258.97
50,740,253.834
50,750,248.8
50,760,243.866
50,770,239.03
50,780,234.29
50,790,229.644
50,800,225.089
50,810,220.626
50,820,216.25
50,830,211.962
50,840,207.758
50,850,203.638
50,860,199.6
50,870,195.641
50,880,191.762
50,890,187.959
50,900,184.231
50,910,180.578
50,920,176.997
50,930,173.487
50,940,170.046
50,950,166.674
50,960,163.368
50,970,160.129
50,980,156.953
50,990,153.841
50,1000,150.79
51,50,1011.77
51,60,991.832
51,70,972.291
51,80,953.134
51,90,934.356
51,100,915.947
51,110,897.901
51,120,880.21
51,130,862.868
51,140,845.868
51,150,829.202
51,160,812.865
51,170,796.85
51,180,781.15
51,190,765.76
51,200,750.673
51,210,735.883
51,220,721.385
51,230,707.172
51,240,693.239
51,250,679.581
51,260,666.191
51,270,653.066
51,280,640.199
51,290,627.586
51,300,615.221
51,310,603.1
51,320,591.218
51,330,579.569
51,340,568.151
51,350,556.957
51,360,545.984
51,370,535.226
51,380,524.681
51,390,514.344
51,400,504.21
51,410,494.276
51,420,484.538
51,430,474.992
51,440,465.633
51,450,456.459
51,460,447.466
51,470,438.65
51,480,430.008
51,490,421.536
51,500,413.23
51,510,405.089
51,520,397.108
51,530,389.284
51,540,381.614
51,550,374.096
51,560,366.725
51,570,359.5
51,580,352.417
51,590,345.474
51,600,338.667
51,610,331.994
51,620,325.453
51,630,319.041
51,640,312.756
51,650,306.594
51,660,300.553
51,670,294.631
51,680,288.827
51,690,283.136
51,700,277.558
51,710,272.089
51,720,266.729
51,730,261.473
51,740,256.322
51,750,251.272
51,760,246.321
51,770,241.468
51,780,236.711
51,790,232.047
51,800,227.475
51,810,222.993
51,820,218.6
51,830,214.293
51,840,210.071
51,850,205.932
51,860,201.875
51,870,197.897
51,880,193.998
51,890,190.176
51,900,186.429
51,910,182.756
51,920,179.156
51,930,175.626
51,940,172.166
51,950,168.774
51,960,165.448
51,970,162.189
51,980,158.993
51,990,155.861
51,1000,152.79
52,50,1012.42
52,60,992.596
52,70,973.165
52,80,954.114
52,90,935.436
52,100,917.123
52,110,899.17
52,120,881.567
52,130,864.309
52,140,847.389
52,150,830.801
52,160,814.537
52,170,798.591
52,180,782.958
52,190,767.63
52,200,752.603
52,210,737.87
52,220,723.425
52,230,709.263
52,240,695.378
52,250,681.765
52,260,668.419
52,270,655.334
52,280,642.505
52,290,629.927
52,300,617.595
52,310,605.505
52,320,593.651
52,330,582.03
52,340,570.636
52,350,559.465
52,360,548.513
52,370,537.775
52,380,527.247
52,390,516.926
52,400,506.806
52,410,496.885
52,420,487.158
52,430,477.621
52,440,468.271
52,450,459.104
52,460,450.116
52,470,441.305
52,480,432.666
52,490,424.196
52,500,415.892
52,510,407.75
52,520,399.768
52,530,391.942
52,540,384.269
52,550,376.746
52,560,369.371
52,570,362.14
52,580,355.051
52,590,348.1
52,600,341.286
52,610,334.605
52,620,328.054
52,630,321.632
52,640,315.336
52,650,309.163
52,660,303.111
52,670,297.177
52,680,291.359
52,690,285.655
52,700,280.063
52,710,274.581
52,720,269.205
52,730,263.935
52,740,258.769
52,750,253.703
52,760,248.736
52,770,243.867
52,780,239.093
52,790,234.412
52,800,229.823
52,810,225.324
52,820,220.913
52,830,216.589
52,840,212.349
52,850,208.192
52,860,204.116
52,870,200.12
52,880,196.203
52,890,192.362
52,900,188.596
52,910,184.904
52,920,181.284
52,930,177.735
52,940,174.256
52,950,170.845
52,960,167.5
52,970,164.221
52,980,161.006
52,990,157.854
52,1000,154.764
53,50,1013.05
53,60,993.342
53,70,974.017
53,80,955.069
53,90,936.49
53,100,918.272
53,110,900.408
53,120,882.892
53,130,865.716
53,140,848.875
53,150,832.361
53,160,816.169
53,170,800.292
53,180,784.723
53,190,769.457
53,200,754.489
53,210,739.811
53,220,725.419
53,230,711.307
53,240,697.47
53,250,683.901
53,260,670.597
53,270,657.552
53,280,644.76
53,290,632.217
53,300,619.918
53,310,607.858
53,320,596.033
53,330,584.438
53,340,573.069
53,350,561.921
53,360,550.989
53,370,540.271
53,380,529.76
53,390,519.455
53,400,509.349
53,410,499.441
53,420,489.725
53,430,480.198
53,440,470.856
53,450,461.696
53,460,452.715
53,470,443.908
53,480,435.272
53,490,426.805
53,500,418.502
53,510,410.36
53,520,402.377
53,530,394.55
53,540,386.874
53,550,379.348
53,560,371.969
53,570,364.732
53,580,357.637
53,590,350.68
53,600,343.858
53,610,337.168
53,620,330.609
53,630,324.178
53,640,317.871
53,650,311.688
53,660,305.624
53,670,299.679
53,680,293.849
53,690,288.132
53,700,282.527
53,710,277.031
53,720,271.642
53,730,266.357
53,740,261.176
53,750,256.095
53,760,251.113
53,770,246.228
53,780,241.438
53,790,236.741
53,800,232.136
53,810,227.62
53,820,223.192
53,830,218.85
53,840,214.592
53,850,210.418
53,860,206.324
53,870,202.311
53,880,198.375
53,890,194.516
53,900,190.732
53,910,187.022
53,920,183.383
53,930,179.816
53,940,176.318
53,950,172.888
53,960,169.524
53,970,166.227
53,980,162.993
53,990,159.822
53,1000,156.713
54,50,1013.67
54,60,994.069
54,70,974.85
54,80,956.002
54,90,937.519
54,100,919.393
54,110,901.617
54,120,884.186
54,130,867.091
54,140,850.327
54,150,833.886
54,160,817.764
54,170,801.953
54,180,786.449
54,190,771.243
54,200,756.332
54,210,741.709
54,220,727.369
54,230,713.306
54,240,699.515
54,250,685.991
54,260,672.728
54,270,659.722
54,280,646.966
54,290,634.458
54,300,622.192
54,310,610.162
54,320,598.365
54,330,586.797
54,340,575.451
54,350,564.326
54,360,553.415
54,370,542.715
54,380,532.223
54,390,521.933
54,400,511.842
54,410,501.946
54,420,492.241
54,430,482.724
54,440,473.391
54,450,464.239
54,460,455.263
54,470,446.461
54,480,437.829
54,490,429.364
54,500,421.063
54,510,412.922
54,520,404.939
54,530,397.11
54,540,389.432
54,550,381.903
54,560,374.519
54,570,367.278
54,580,360.177
54,590,353.214
54,600,346.385
54,610,339.688
54,620,333.12
54,630,326.68
54,640,320.364
54,650,314.17
54,660,308.096
54,670,302.139
54,680,296.297
54,690,290.569
