m,I,V_ub
18,430,659.197
18,440,641.061
18,450,623.425
18,460,606.274
18,470,589.595
18,480,573.374
18,490,557.6
18,500,542.26
18,510,527.341
18,520,512.834
18,530,498.725
18,540,485.004
18,550,471.661
18,560,458.685
18,570,446.066
18,580,433.795
18,590,421.86
18,600,410.255
18,610,398.968
18,620,387.992
18,630,377.318
18,640,366.937
18,650,356.842
18,660,347.025
18,670,337.478
18,680,328.194
18,690,319.165
18,700,310.384
18,710,301.845
18,720,293.541
18,730,285.465
18,740,277.612
18,750,269.974
18,760,262.547
18,770,255.324
18,780,248.3
18,790,241.469
18,800,234.826
18,810,228.365
18,820,222.083
18,830,215.973
18,840,210.031
18,850,204.253
18,860,198.634
18,870,193.169
18,880,187.855
18,890,182.687
18,900,177.661
18,910,172.773
18,920,168.02
18,930,163.397
18,940,158.902
18,950,154.531
18,960,150.279
18,970,146.145
18,980,142.124
18,990,138.214
18,1000,134.412
19,50,1907.58
19,60,1856.02
19,70,1805.86
19,80,1757.05
19,90,1709.57
19,100,1663.36
19,110,1618.41
19,120,1574.67
19,130,1532.11
19,140,1490.7
19,150,1450.41
19,160,1411.21
19,170,1373.07
19,180,1335.96
19,190,1299.86
19,200,1264.73
19,210,1230.55
19,220,1197.29
19,230,1164.93
19,240,1133.45
19,250,1102.81
19,260,1073.01
19,270,1044.01
19,280,1015.79
19,290,988.339
19,300,961.628
19,310,935.638
19,320,910.351
19,330,885.748
19,340,861.809
19,350,838.517
19,360,815.855
19,370,793.805
19,380,772.351
19,390,751.477
19,400,731.168
19,410,711.407
19,420,692.18
19,430,673.473
19,440,655.271
19,450,637.561
19,460,620.33
19,470,603.565
19,480,587.253
19,490,571.381
19,500,555.939
19,510,540.914
19,520,526.295
19,530,512.071
19,540,498.231
19,550,484.766
19,560,471.664
19,570,458.917
19,580,446.514
19,590,434.446
19,600,422.705
19,610,411.28
19,620,400.165
19,630,389.35
19,640,378.827
19,650,368.589
19,660,358.627
19,670,348.935
19,680,339.504
19,690,330.328
19,700,321.401
19,710,312.714
19,720,304.263
19,730,296.04
19,740,288.039
19,750,280.254
19,760,272.68
19,770,265.31
19,780,258.14
19,790,251.163
19,800,244.375
19,810,237.77
19,820,231.344
19,830,225.092
19,840,219.008
19,850,213.089
19,860,207.33
19,870,201.727
19,880,196.275
19,890,190.97
19,900,185.809
19,910,180.787
19,920,175.901
19,930,171.147
19,940,166.522
19,950,162.021
19,960,157.642
19,970,153.382
19,980,149.236
19,990,145.203
19,1000,141.279
20,50,1912.01
20,60,1861.2
20,70,1811.74
20,80,1763.59
20,90,1716.73
20,100,1671.11
20,110,1626.7
20,120,1583.47
20,130,1541.39
20,140,1500.43
20,150,1460.55
20,160,1421.74
20,170,1383.96
20,180,1347.18
20,190,1311.38
20,200,1276.53
20,210,1242.61
20,220,1209.59
20,230,1177.44
20,240,1146.15
20,250,1115.69
20,260,1086.04
20,270,1057.18
20,280,1029.09
20,290,1001.74
20,300,975.121
20,310,949.208
20,320,923.983
20,330,899.429
20,340,875.527
20,350,852.26
20,360,829.612
20,370,807.565
20,380,786.104
20,390,765.214
20,400,744.879
20,410,725.084
20,420,705.815
20,430,687.059
20,440,668.8
20,450,651.027
20,460,633.727
20,470,616.886
20,480,600.492
20,490,584.534
20,500,569.001
20,510,553.88
20,520,539.161
20,530,524.833
20,540,510.886
20,550,497.309
20,560,484.093
20,570,471.229
20,580,458.706
20,590,446.516
20,600,434.65
20,610,423.1
20,620,411.856
20,630,400.911
20,640,390.257
20,650,379.886
20,660,369.791
20,670,359.964
20,680,350.398
20,690,341.086
20,700,332.022
20,710,323.199
20,720,314.61
20,730,306.249
20,740,298.111
20,750,290.189
20,760,282.477
20,770,274.971
20,780,267.663
20,790,260.55
20,800,253.626
20,810,246.886
20,820,240.325
20,830,233.939
20,840,227.722
20,850,221.67
20,860,215.78
20,870,210.045
20,880,204.464
20,890,199.03
20,900,193.741
20,910,188.592
20,920,183.581
20,930,178.702
20,940,173.953
20,950,169.33
20,960,164.831
20,970,160.45
20,980,156.186
20,990,152.036
20,1000,147.996
21,50,1916.17
21,60,1866.06
21,70,1817.26
21,80,1769.74
21,90,1723.45
21,100,1678.38
21,110,1634.49
21,120,1591.75
21,130,1550.12
21,140,1509.58
21,150,1470.1
21,160,1431.66
21,170,1394.22
21,180,1357.76
21,190,1322.25
21,200,1287.67
21,210,1254
21,220,1221.2
21,230,1189.27
21,240,1158.17
21,250,1127.88
21,260,1098.38
21,270,1069.66
21,280,1041.69
21,290,1014.44
21,300,987.915
21,310,962.079
21,320,936.92
21,330,912.418
21,340,888.557
21,350,865.32
21,360,842.69
21,370,820.653
21,380,799.191
21,390,778.291
21,400,757.938
21,410,738.117
21,420,718.814
21,430,700.016
21,440,681.709
21,450,663.882
21,460,646.52
21,470,629.613
21,480,613.147
21,490,597.113
21,500,581.497
21,510,566.29
21,520,551.481
21,530,537.059
21,540,523.014
21,550,509.337
21,560,496.017
21,570,483.045
21,580,470.413
21,590,458.111
21,600,446.13
21,610,434.464
21,620,423.102
21,630,412.037
21,640,401.262
21,650,390.768
21,660,380.549
21,670,370.597
21,680,360.905
21,690,351.467
21,700,342.276
21,710,333.325
21,720,324.608
21,730,316.119
21,740,307.852
21,750,299.801
21,760,291.961
21,770,284.326
21,780,276.89
21,790,269.649
21,800,262.597
21,810,255.73
21,820,249.042
21,830,242.529
21,840,236.187
21,850,230.01
21,860,223.995
21,870,218.137
21,880,212.433
21,890,206.877
21,900,201.467
21,910,196.199
21,920,191.068
21,930,186.071
21,940,181.205
21,950,176.466
21,960,171.851
21,970,167.357
21,980,162.98
21,990,158.718
21,1000,154.568
22,50,1920.08
22,60,1870.63
22,70,1822.45
22,80,1775.52
22,90,1729.79
22,100,1685.24
22,110,1641.84
22,120,1599.55
22,130,1558.36
22,140,1518.22
22,150,1479.12
22,160,1441.03
22,170,1403.92
22,180,1367.76
22,190,1332.53
22,200,1298.22
22,210,1264.78
22,220,1232.21
22,230,1200.47
22,240,1169.56
22,250,1139.43
22,260,1110.09
22,270,1081.5
22,280,1053.65
22,290,1026.51
22,300,1000.07
22,310,974.317
22,320,949.225
22,330,924.778
22,340,900.961
22,350,877.757
22,360,855.151
22,370,833.127
22,380,811.671
22,390,790.767
22,400,770.401
22,410,750.56
22,420,731.23
22,430,712.398
22,440,694.05
22,450,676.175
22,460,658.761
22,470,641.795
22,480,625.266
22,490,609.163
22,500,593.474
22,510,578.19
22,520,563.299
22,530,548.792
22,540,534.658
22,550,520.888
22,560,507.473
22,570,494.403
22,580,481.67
22,590,469.265
22,600,457.18
22,610,445.405
22,620,433.934
22,630,422.759
22,640,411.871
22,650,401.263
22,660,390.929
22,670,380.861
22,680,371.052
22,690,361.496
22,700,352.186
22,710,343.116
22,720,334.279
22,730,325.67
22,740,317.282
22,750,309.111
22,760,301.15
22,770,293.394
22,780,285.838
22,790,278.476
22,800,271.304
22,810,264.317
22,820,257.51
22,830,250.878
22,840,244.417
22,850,238.122
22,860,231.989
22,870,226.015
22,880,220.194
22,890,214.523
22,900,208.998
22,910,203.615
22,920,198.371
22,930,193.262
22,940,188.285
22,950,183.436
22,960,178.712
22,970,174.109
22,980,169.625
22,990,165.256
22,1000,161
23,50,1923.77
23,60,1874.94
23,70,1827.36
23,80,1780.98
23,90,1735.78
23,100,1691.72
23,110,1648.78
23,120,1606.94
23,130,1566.15
23,140,1526.4
23,150,1487.66
23,160,1449.91
23,170,1413.11
23,180,1377.24
23,190,1342.29
23,200,1308.22
23,210,1275.02
23,220,1242.66
23,230,1211.12
23,240,1180.38
23,250,1150.42
23,260,1121.22
23,270,1092.76
23,280,1065.03
23,290,1038
23,300,1011.65
23,310,985.978
23,320,960.953
23,330,936.564
23,340,912.793
23,350,889.626
23,360,867.047
23,370,845.041
23,380,823.594
23,390,802.691
23,400,782.318
23,410,762.463
23,420,743.111
23,430,724.251
23,440,705.869
23,450,687.954
23,460,670.493
23,470,653.476
23,480,636.891
23,490,620.726
23,500,604.972
23,510,589.617
23,520,574.653
23,530,560.068
23,540,545.853
23,550,531.999
23,560,518.497
23,570,505.337
23,580,492.512
23,590,480.011
23,600,467.829
23,610,455.955
23,620,444.383
23,630,433.104
23,640,422.112
23,650,411.398
23,660,400.957
23,670,390.78
23,680,380.862
23,690,371.196
23,700,361.775
23,710,352.593
23,720,343.644
23,730,334.922
23,740,326.422
23,750,318.137
23,760,310.063
23,770,302.193
23,780,294.523
23,790,287.048
23,800,279.763
23,810,272.662
23,820,265.742
23,830,258.997
23,840,252.424
23,850,246.017
23,860,239.773
23,870,233.688
23,880,227.757
23,890,221.976
23,900,216.342
23,910,210.852
23,920,205.5
23,930,200.284
23,940,195.201
23,950,190.247
23,960,185.418
23,970,180.712
23,980,176.126
23,990,171.656
23,1000,167.299
24,50,1927.26
24,60,1879.02
24,70,1831.99
24,80,1786.14
24,90,1741.44
24,100,1697.86
24,110,1655.37
24,120,1613.94
24,130,1573.54
24,140,1534.16
24,150,1495.77
24,160,1458.33
24,170,1421.83
24,180,1386.25
24,190,1351.55
24,200,1317.73
24,210,1284.75
24,220,1252.59
24,230,1221.25
24,240,1190.68
24,250,1160.88
24,260,1131.83
24,270,1103.5
24,280,1075.88
24,290,1048.96
24,300,1022.7
24,310,997.109
24,320,972.154
24,330,947.823
24,340,924.102
24,350,900.974
24,360,878.425
24,370,856.44
24,380,835.006
24,390,814.108
24,400,793.733
24,410,773.868
24,420,754.5
24,430,735.617
24,440,717.206
24,450,699.257
24,460,681.756
24,470,664.693
24,480,648.058
24,490,631.839
24,500,616.026
24,510,600.608
24,520,585.576
24,530,570.921
24,540,556.632
24,550,542.701
24,560,529.119
24,570,515.877
24,580,502.965
24,590,490.378
24,600,478.105
24,610,466.139
24,620,454.473
24,630,443.099
24,640,432.009
24,650,421.197
24,660,410.656
24,670,400.378
24,680,390.358
24,690,380.588
24,700,371.063
24,710,361.776
24,720,352.722
24,730,343.894
24,740,335.287
24,750,326.896
24,760,318.715
24,770,310.738
24,780,302.961
24,790,295.379
24,800,287.986
24,810,280.779
24,820,273.752
24,830,266.9
24,840,260.22
24,850,253.708
24,860,247.358
24,870,241.167
24,880,235.132
24,890,229.247
24,900,223.51
24,910,217.916
24,920,212.462
24,930,207.144
24,940,201.96
24,950,196.906
24,960,191.978
24,970,187.173
24,980,182.489
24,990,177.921
24,1000,173.468
25,50,1930.56
25,60,1882.89
25,70,1836.39
25,80,1791.05
25,90,1746.82
25,100,1703.68
25,110,1661.61
25,120,1620.58
25,130,1580.57
25,140,1541.54
25,150,1503.47
25,160,1466.35
25,170,1430.14
25,180,1394.82
25,190,1360.38
25,200,1326.79
25,210,1294.02
25,220,1262.07
25,230,1230.91
25,240,1200.51
25,250,1170.87
25,260,1141.95
25,270,1113.75
25,280,1086.25
25,290,1059.43
25,300,1033.27
25,310,1007.75
25,320,982.869
25,330,958.598
25,340,934.928
25,350,911.841
25,360,889.325
25,370,867.364
25,380,845.946
25,390,825.057
25,400,804.684
25,410,784.813
25,420,765.434
25,430,746.533
25,440,728.098
25,450,710.119
25,460,692.584
25,470,675.482
25,480,658.802
25,490,642.534
25,500,626.668
25,510,611.193
25,520,596.101
25,530,581.381
25,540,567.025
25,550,553.023
25,560,539.367
25,570,526.048
25,580,513.058
25,590,500.389
25,600,488.033
25,610,475.982
25,620,464.228
25,630,452.765
25,640,441.585
25,650,430.681
25,660,420.046
25,670,409.673
25,680,399.557
25,690,389.691
25,700,380.068
25,710,370.683
25,720,361.529
25,730,352.602
25,740,343.895
25,750,335.403
25,760,327.121
25,770,319.043
25,780,311.165
25,790,303.481
25,800,295.987
25,810,288.679
25,820,281.55
25,830,274.598
25,840,267.817
25,850,261.204
25,860,254.754
25,870,248.463
25,880,242.328
25,890,236.344
25,900,230.508
25,910,224.816
25,920,219.264
25,930,213.85
25,940,208.569
25,950,203.419
25,960,198.396
25,970,193.497
25,980,188.719
25,990,184.059
25,1000,179.514
26,50,1933.7
26,60,1886.56
26,70,1840.57
26,80,1795.7
26,90,1751.93
26,100,1709.23
26,110,1667.56
26,120,1626.91
26,130,1587.25
26,140,1548.56
26,150,1510.81
26,160,1473.98
26,170,1438.05
26,180,1403
26,190,1368.8
26,200,1335.43
26,210,1302.88
26,220,1271.12
26,230,1240.13
26,240,1209.9
26,250,1180.41
26,260,1151.64
26,270,1123.56
26,280,1096.17
26,290,1069.45
26,300,1043.38
26,310,1017.95
26,320,993.136
26,330,968.927
26,340,945.308
26,350,922.265
26,360,899.783
26,370,877.849
26,380,856.45
26,390,835.573
26,400,815.205
26,410,795.333
26,420,775.945
26,430,757.031
26,440,738.577
26,450,720.573
26,460,703.008
26,470,685.871
26,480,669.152
26,490,652.84
26,500,636.926
26,510,621.4
26,520,606.253
26,530,591.474
26,540,577.056
26,550,562.99
26,560,549.266
26,570,535.877
26,580,522.814
26,590,510.069
26,600,497.636
26,610,485.505
26,620,473.67
26,630,462.124
26,640,450.859
26,650,439.868
26,660,429.146
26,670,418.685
26,680,408.479
26,690,398.521
26,700,388.807
26,710,379.329
26,720,370.082
26,730,361.061
26,740,352.26
26,750,343.673
26,760,335.295
26,770,327.122
26,780,319.148
26,790,311.368
26,800,303.778
26,810,296.373
26,820,289.148
26,830,282.1
26,840,275.223
26,850,268.514
26,860,261.969
26,870,255.583
26,880,249.353
26,890,243.274
26,900,237.344
26,910,231.559
26,920,225.914
26,930,220.407
26,940,215.034
26,950,209.793
26,960,204.679
26,970,199.689
26,980,194.821
26,990,190.072
26,1000,185.439
27,50,1936.68
27,60,1890.05
27,70,1844.55
27,80,1800.14
27,90,1756.8
27,100,1714.51
27,110,1673.23
27,120,1632.95
27,130,1593.63
27,140,1555.26
27,150,1517.82
27,160,1481.28
27,170,1445.62
27,180,1410.81
27,190,1376.85
27,200,1343.7
27,210,1311.35
27,220,1279.78
27,230,1248.97
27,240,1218.9
27,250,1189.55
27,260,1160.91
27,270,1132.96
27,280,1105.69
27,290,1079.07
27,300,1053.09
27,310,1027.73
27,320,1002.99
27,330,978.842
27,340,955.276
27,350,932.277
27,360,909.832
27,370,887.927
27,380,866.55
27,390,845.688
27,400,825.327
27,410,805.457
27,420,786.065
27,430,767.14
27,440,748.671
27,450,730.646
27,460,713.056
27,470,695.889
27,480,679.135
27,490,662.784
27,500,646.827
27,510,631.255
27,520,616.057
27,530,601.225
27,540,586.75
27,550,572.624
27,560,558.838
27,570,545.384
27,580,532.253
27,590,519.439
27,600,506.933
27,610,494.729
27,620,482.818
27,630,471.194
27,640,459.849
27,650,448.778
27,660,437.974
27,670,427.429
27,680,417.139
27,690,407.096
27,700,397.295
27,710,387.73
27,720,378.395
27,730,369.285
27,740,360.394
27,750,351.718
27,760,343.25
27,770,334.986
27,780,326.921
27,790,319.05
27,800,311.369
27,810,303.873
27,820,296.557
27,830,289.417
27,840,282.449
27,850,275.649
27,860,269.013
27,870,262.536
27,880,256.215
27,890,250.047
27,900,244.027
27,910,238.152
27,920,232.418
27,930,226.823
27,940,221.362
27,950,216.032
27,960,210.831
27,970,205.755
27,980,200.802
27,990,195.967
27,1000,191.249
28,50,1939.53
28,60,1893.39
28,70,1848.35
28,80,1804.38
28,90,1761.45
28,100,1719.55
28,110,1678.64
28,120,1638.71
28,130,1599.73
28,140,1561.67
28,150,1524.52
28,160,1488.25
28,170,1452.85
28,180,1418.29
28,190,1384.55
28,200,1351.61
28,210,1319.46
28,220,1288.07
28,230,1257.43
28,240,1227.52
28,250,1198.31
28,260,1169.81
28,270,1141.98
28,280,1114.81
28,290,1088.29
28,300,1062.4
28,310,1037.13
28,320,1012.46
28,330,988.373
28,340,964.861
28,350,941.908
28,360,919.501
28,370,897.627
28,380,876.274
28,390,855.428
28,400,835.078
28,410,815.213
28,420,795.82
28,430,776.888
28,440,758.407
28,450,740.365
28,460,722.753
28,470,705.559
28,480,688.775
28,490,672.39
28,500,656.394
28,510,640.779
28,520,625.536
28,530,610.655
28,540,596.128
28,550,581.947
28,560,568.103
28,570,554.589
28,580,541.396
28,590,528.517
28,600,515.944
28,610,503.67
28,620,491.688
28,630,479.992
28,640,468.573
28,650,457.426
28,660,446.545
28,670,435.922
28,680,425.552
28,690,415.428
28,700,405.546
28,710,395.898
28,720,386.48
28,730,377.286
28,740,368.311
28,750,359.55
28,760,350.996
28,770,342.646
28,780,334.495
28,790,326.538
28,800,318.77
28,810,311.187
28,820,303.784
28,830,296.557
28,840,289.503
28,850,282.616
28,860,275.893
28,870,269.329
28,880,262.922
28,890,256.668
28,900,250.562
28,910,244.601
28,920,238.783
28,930,233.102
28,940,227.557
28,950,222.144
28,960,216.859
28,970,211.7
28,980,206.664
28,990,201.748
28,1000,196.948
29,50,1942.24
29,60,1896.57
29,70,1851.97
29,80,1808.42
29,90,1765.9
29,100,1724.37
29,110,1683.82
29,120,1644.23
29,130,1605.56
29,140,1567.8
29,150,1530.94
29,160,1494.94
29,170,1459.78
29,180,1425.45
29,190,1391.93
29,200,1359.2
29,210,1327.24
29,220,1296.03
29,230,1265.55
29,240,1235.79
29,250,1206.73
29,260,1178.36
29,270,1150.65
29,280,1123.59
29,290,1097.17
29,300,1071.37
29,310,1046.17
29,320,1021.57
29,330,997.548
29,340,974.09
29,350,951.184
29,360,928.816
29,370,906.974
29,380,885.646
29,390,864.82
29,400,844.483
29,410,824.625
29,420,805.233
29,430,786.298
29,440,767.808
29,450,749.752
29,460,732.122
29,470,714.905
29,480,698.094
29,490,681.678
29,500,665.648
29,510,649.995
29,520,634.71
29,530,619.784
29,540,605.21
29,550,590.978
29,560,577.081
29,570,563.511
29,580,550.259
29,590,537.32
29,600,524.684
29,610,512.346
29,620,500.298
29,630,488.533
29,640,477.045
29,650,465.827
29,660,454.873
29,670,444.176
29,680,433.731
29,690,423.532
29,700,413.572
29,710,403.847
29,720,394.35
29,730,385.077
29,740,376.022
29,750,367.179
29,760,358.545
29,770,350.114
29,780,341.881
29,790,333.841
29,800,325.991
29,810,318.325
29,820,310.839
29,830,303.53
29,840,296.392
29,850,289.422
29,860,282.616
29,870,275.97
29,880,269.481
29,890,263.144
29,900,256.956
29,910,250.913
29,920,245.013
29,930,239.252
29,940,233.625
29,950,228.132
29,960,222.767
29,970,217.528
29,980,212.413
29,990,207.418
29,1000,202.541
30,50,1944.84
30,60,1899.62
30,70,1855.44
30,80,1812.29
30,90,1770.15
30,100,1728.99
30,110,1688.78
30,120,1649.51
30,130,1611.15
30,140,1573.68
30,150,1537.09
30,160,1501.35
30,170,1466.43
30,180,1432.33
30,190,1399.02
30,200,1366.49
30,210,1334.71
30,220,1303.68
30,230,1273.36
30,240,1243.75
30,250,1214.83
30,260,1186.58
30,270,1158.98
30,280,1132.03
30,290,1105.71
30,300,1079.99
30,310,1054.88
30,320,1030.35
30,330,1006.39
30,340,982.986
30,350,960.127
30,360,937.8
30,370,915.992
30,380,894.691
30,390,873.886
30,400,853.564
30,410,833.715
30,420,814.328
30,430,795.391
30,440,776.895
30,450,758.829
30,460,741.182
30,470,723.947
30,480,707.112
30,490,690.668
30,500,674.607
30,510,658.92
30,520,643.597
30,530,628.631
30,540,614.012
30,550,599.734
30,560,585.787
30,570,572.165
30,580,558.86
30,590,545.864
30,600,533.17
30,610,520.772
30,620,508.661
30,630,496.833
30,640,485.279
30,650,473.994
30,660,462.972
30,670,452.206
30,680,441.69
30,690,431.419
30,700,421.387
30,710,411.587
30,720,402.016
30,730,392.668
30,740,383.536
30,750,374.618
30,760,365.906
30,770,357.397
30,780,349.086
30,790,340.968
30,800,333.039
30,810,325.295
30,820,317.73
30,830,310.342
30,840,303.125
30,850,296.076
30,860,289.191
30,870,282.466
30,880,275.897
30,890,269.481
30,900,263.215
30,910,257.094
30,920,251.115
30,930,245.276
30,940,239.572
30,950,234.001
30,960,228.559
30,970,223.244
30,980,218.053
30,990,212.982
30,1000,208.03
31,50,1947.33
31,60,1902.53
31,70,1858.77
31,80,1816.01
31,90,1774.23
31,100,1733.42
31,110,1693.54
31,120,1654.58
31,130,1616.52
31,140,1579.33
31,150,1543
31,160,1507.5
31,170,1472.82
31,180,1438.94
31,190,1405.84
31,200,1373.5
31,210,1341.9
31,220,1311.03
31,230,1280.87
31,240,1251.41
31,250,1222.62
31,260,1194.49
31,270,1167.01
31,280,1140.17
31,290,1113.94
31,300,1088.31
31,310,1063.28
31,320,1038.82
31,330,1014.92
31,340,991.572
31,350,968.761
31,360,946.475
31,370,924.702
31,380,903.43
31,390,882.647
31,400,862.342
31,410,842.504
31,420,823.123
31,430,804.187
31,440,785.687
31,450,767.613
31,460,749.954
31,470,732.702
31,480,715.847
31,490,699.379
31,500,683.29
31,510,667.571
31,520,652.214
31,530,637.21
31,540,622.552
31,550,608.23
31,560,594.238
31,570,580.568
31,580,567.212
31,590,554.164
31,600,541.415
31,610,528.96
31,620,516.792
31,630,504.903
31,640,493.288
31,650,481.941
31,660,470.854
31,670,460.022
31,680,449.439
31,690,439.1
31,700,428.999
31,710,419.13
31,720,409.488
31,730,400.068
31,740,390.865
31,750,381.873
31,760,373.088
31,770,364.506
31,780,356.12
31,790,347.928
31,800,339.924
31,810,332.104
31,820,324.464
31,830,317
31,840,309.708
31,850,302.583
31,860,295.622
31,870,288.822
31,880,282.177
31,890,275.686
31,900,269.344
31,910,263.148
31,920,257.094
31,930,251.18
31,940,245.402
31,950,239.756
31,960,234.241
31,970,228.852
31,980,223.588
31,990,218.444
31,1000,213.419
32,50,1949.72
32,60,1905.33
32,70,1861.96
32,80,1819.57
32,90,1778.15
32,100,1737.67
32,110,1698.11
32,120,1659.45
32,130,1621.67
32,140,1584.76
32,150,1548.68
32,160,1513.42
32,170,1478.97
32,180,1445.3
32,190,1412.4
32,200,1380.25
32,210,1348.82
32,220,1318.12
32,230,1288.11
32,240,1258.79
32,250,1230.13
32,260,1202.13
32,270,1174.76
32,280,1148.02
32,290,1121.88
32,300,1096.34
32,310,1071.38
32,320,1046.99
32,330,1023.16
32,340,999.866
32,350,977.104
32,360,954.86
32,370,933.122
32,380,911.88
32,390,891.121
32,400,870.834
32,410,851.01
32,420,831.636
32,430,812.704
32,440,794.203
32,450,776.123
32,460,758.454
32,470,741.188
32,480,724.315
32,490,707.825
32,500,691.712
32,510,675.965
32,520,660.576
32,530,645.538
32,540,630.843
32,550,616.481
32,560,602.447
32,570,588.732
32,580,575.33
32,590,562.232
32,600,549.433
32,610,536.925
32,620,524.702
32,630,512.757
32,640,501.084
32,650,489.677
32,660,478.529
32,670,467.636
32,680,456.99
32,690,446.586
32,700,436.42
32,710,426.485
32,720,416.776
32,730,407.288
32,740,398.016
32,750,388.955
32,760,380.1
32,770,371.447
32,780,362.991
32,790,354.728
32,800,346.652
32,810,338.761
32,820,331.049
32,830,323.512
32,840,316.148
32,850,308.95
32,860,301.917
32,870,295.044
32,880,288.327
32,890,281.763
32,900,275.349
32,910,269.081
32,920,262.955
32,930,256.969
32,940,251.119
32,950,245.402
32,960,239.816
32,970,234.356
32,980,229.021
32,990,223.807
32,1000,218.712
33,50,1952.01
33,60,1908.02
33,70,1865.02
33,80,1822.99
33,90,1781.91
33,100,1741.76
33,110,1702.5
33,120,1664.14
33,130,1626.64
33,140,1589.98
33,150,1554.15
33,160,1519.12
33,170,1484.89
33,180,1451.43
33,190,1418.72
33,200,1386.75
33,210,1355.5
33,220,1324.95
33,230,1295.09
33,240,1265.91
33,250,1237.38
33,260,1209.49
33,270,1182.24
33,280,1155.59
33,290,1129.55
33,300,1104.1
33,310,1079.22
33,320,1054.9
33,330,1031.12
33,340,1007.89
33,350,985.174
33,360,962.972
33,370,941.271
33,380,920.059
33,390,899.325
33,400,879.059
33,410,859.249
33,420,839.885
33,430,820.958
33,440,802.457
33,450,784.374
33,460,766.697
33,470,749.42
33,480,732.531
33,490,716.023
33,500,699.887
33,510,684.115
33,520,668.698
33,530,653.629
33,540,638.899
33,550,624.501
33,560,610.428
33,570,596.671
33,580,583.225
33,590,570.082
33,600,557.235
33,610,544.677
33,620,532.403
33,630,520.405
33,640,508.677
33,650,497.214
33,660,486.009
33,670,475.057
33,680,464.351
33,690,453.887
33,700,443.658
33,710,433.66
33,720,423.887
33,730,414.335
33,740,404.998
33,750,395.871
33,760,386.95
33,770,378.23
33,780,369.706
33,790,361.375
33,800,353.231
33,810,345.271
33,820,337.49
33,830,329.884
33,840,322.45
33,850,315.184
33,860,308.081
33,870,301.138
33,880,294.352
33,890,287.719
33,900,281.235
33,910,274.897
33,920,268.702
33,930,262.647
33,940,256.728
33,950,250.942
33,960,245.287
33,970,239.76
33,980,234.357
33,990,229.075
33,1000,223.913
34,50,1954.21
34,60,1910.61
34,70,1867.97
34,80,1826.29
34,90,1785.54
34,100,1745.69
34,110,1706.74
34,120,1668.65
34,130,1631.42
34,140,1595.01
34,150,1559.42
34,160,1524.62
34,170,1490.6
34,180,1457.34
34,190,1424.82
34,200,1393.02
34,210,1361.94
34,220,1331.55
34,230,1301.83
34,240,1272.78
34,250,1244.38
34,260,1216.61
34,270,1189.46
34,280,1162.92
34,290,1136.97
34,300,1111.6
34,310,1086.79
34,320,1062.54
34,330,1038.83
34,340,1015.65
34,350,992.986
34,360,970.828
34,370,949.164
34,380,927.984
34,390,907.276
34,400,887.03
34,410,867.237
34,420,847.884
34,430,828.964
34,440,810.466
34,450,792.38
34,460,774.699
34,470,757.411
34,480,740.51
34,490,723.985
34,500,707.83
34,510,692.035
34,520,676.592
34,530,661.494
34,540,646.733
34,550,632.301
34,560,618.192
34,570,604.397
34,580,590.91
34,590,577.724
34,600,564.832
34,610,552.228
34,620,539.905
34,630,527.857
34,640,516.078
34,650,504.562
34,660,493.303
34,670,482.295
34,680,471.532
34,690,461.01
34,700,450.723
34,710,440.665
34,720,430.832
34,730,421.218
34,740,411.818
34,750,402.629
34,760,393.644
34,770,384.86
34,780,376.272
34,790,367.876
34,800,359.667
34,810,351.641
34,820,343.794
34,830,336.122
34,840,328.622
34,850,321.288
34,860,314.119
34,870,307.11
34,880,300.256
34,890,293.556
34,900,287.006
34,910,280.601
34,920,274.34
34,930,268.218
34,940,262.232
34,950,256.381
34,960,250.66
34,970,245.066
34,980,239.598
34,990,234.251
34,1000,229.024
35,50,1956.34
35,60,1913.1
35,70,1870.81
35,80,1829.46
35,90,1789.03
35,100,1749.48
35,110,1710.82
35,120,1673
35,130,1636.02
35,140,1599.86
35,150,1564.5
35,160,1529.92
35,170,1496.11
35,180,1463.04
35,190,1430.7
35,200,1399.08
35,210,1368.16
35,220,1337.92
35,230,1308.35
35,240,1279.43
35,250,1251.15
35,260,1223.5
35,270,1196.45
35,280,1170.01
35,290,1144.15
35,300,1118.86
35,310,1094.13
35,320,1069.95
35,330,1046.3
35,340,1023.17
35,350,1000.56
35,360,978.442
35,370,956.816
35,380,935.668
35,390,914.987
35,400,894.764
35,410,874.987
35,420,855.648
35,430,836.736
35,440,818.241
35,450,800.156
35,460,782.471
35,470,765.176
35,480,748.264
35,490,731.725
35,500,715.552
35,510,699.736
35,520,684.27
35,530,669.146
35,540,654.356
35,550,639.893
35,560,625.75
35,570,611.919
35,580,598.394
35,590,585.168
35,600,572.234
35,610,559.587
35,620,547.218
35,630,535.123
35,640,523.296
35,650,511.729
35,660,500.419
35,670,489.358
35,680,478.542
35,690,467.965
35,700,457.622
35,710,447.507
35,720,437.616
35,730,427.944
35,740,418.485
35,750,409.235
35,760,400.19
35,770,391.345
35,780,382.695
35,790,374.237
35,800,365.965
35,810,357.876
35,820,349.966
35,830,342.231
35,840,334.667
35,850,327.27
35,860,320.036
35,870,312.963
35,880,306.045
35,890,299.281
35,900,292.666
35,910,286.197
35,920,279.872
35,930,273.686
35,940,267.637
35,950,261.721
35,960,255.936
35,970,250.28
35,980,244.748
35,990,239.338
